,q_date,q_year,prop_year,state,entity,utility,county_1,poi_name,region_CAISO,region_ERCOT,region_ISO-NE,region_MISO,region_NYISO,region_PJM,region_SPP,region_Southeast (non-ISO),region_West (non-ISO),total_mw,type1_Battery,type1_Biofuel,type1_Biogas,type1_Biomass,type1_Coal,type1_Diesel,type1_Flywheel,type1_Gas,type1_Geothermal,type1_Gravity Rail,type1_Hybrid,type1_Hydro,type1_Landfill,type1_Methane,type1_Nuclear,type1_Offshore Wind,type1_Oil,type1_Pumped Storage,type1_Solar,type1_Steam,type1_Waste Heat,type1_Wind,type1_Wood,ia_status_Facility Study,ia_status_Feasibility Study,ia_status_IA Executed,ia_status_Operational,ia_status_System Impact Study,ia_status_Withdrawn
10212,10/6/2022,2022.0,2025.0,MI,MISO,"Wolverine Power Supply Cooperative, Inc.",mason,Lake County to Pere Marquette 138 kV,0,0,0,1,0,0,0,0,0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10215,3/12/2018,2018.0,2023.0,MS,MISO,"Entergy Mississippi, LLC",warren,Baxter Wilson SES 115/500 kV Sw YD,0,0,0,1,0,0,0,0,0,1110.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10216,10/20/2022,2022.0,2025.0,AR,MISO,"Entergy Arkansas, LLC",pulaski,J2134 POI to White Bluff 115kV Line,0,0,0,1,0,0,0,0,0,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10217,9/11/2022,2022.0,2025.0,IL,MISO,Northern Indiana Public Service Company,cook,"Sheffield - Burnham 345 (Tie line between CE and NIPS, NIPS owns 1.87 miles)",0,0,0,1,0,0,0,0,0,270.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10218,8/19/2015,2015.0,2016.0,MI,MISO,ITC Transmission,wayne,ITC 120 kV Dayton substation,0,0,0,1,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10219,11/14/2016,2016.0,2019.0,IA,MISO,ITC Midwest,story,Story County Substation,0,0,0,1,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10220,11/7/2022,2022.0,2027.0,LA,MISO,"Entergy Louisiana, LLC",assumption,PAINCOURTVILLE 115 kV,0,0,0,1,0,0,0,0,0,165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10221,9/20/2022,2022.0,2025.0,IN,MISO,"Duke Energy Indiana, LLC",vigo,Wabash River-Whitesville South 230 kV,0,0,0,1,0,0,0,0,0,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10223,12/12/2002,2002.0,2006.0,IA,MISO,ITC Midwest,franklin,Unknown,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10224,6/17/2008,2008.0,2010.0,MN,MISO,Great River Energy,rice,French Lake substation Shieldsville Twp,0,0,0,1,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10225,9/28/2022,2022.0,2026.0,MI,MISO,ITC Transmission,macomb,Lenox - St. Clair 120 kV line,0,0,0,1,0,0,0,0,0,190.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10226,5/9/2016,2016.0,2019.0,MN,MISO,Northern States Power (Xcel Energy),meeker,Unknown,0,0,0,1,0,0,0,0,0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10227,11/11/2016,2016.0,2020.0,IN,MISO,Northern Indiana Public Service Company,jasper,Reynold 345kV substation,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10228,10/18/2022,2022.0,2027.0,LA,MISO,"Entergy Louisiana, LLC",ouachita,"BAXTER WILSON SES SWYD - PERRYVILLE 500 500 kV (181.1,503.0)",0,0,0,1,0,0,0,0,0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10231,1/20/2022,2022.0,2023.0,AR,MISO,"Entergy Arkansas, LLC",pope,Moreland - St. Vincent 161kV line,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10232,10/20/2022,2022.0,2026.0,MS,MISO,"Entergy Mississippi, LLC",franklin,Arlington to Smithdale 115 kV,0,0,0,1,0,0,0,0,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10233,3/12/2018,2018.0,2021.0,AR,MISO,"Entergy Arkansas, LLC",st. francis,Hughes-Forest City South 161kv line,0,0,0,1,0,0,0,0,0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10234,8/25/2022,2022.0,2023.0,AR,MISO,"Entergy Arkansas, LLC",conway,Morrilton East Substation (161kV bus),0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10235,5/9/2016,2016.0,2019.0,IN,MISO,Northern Indiana Public Service Company,jasper,Schahfer Tap (17 SCHAFR_TAP)138kv,0,0,0,1,0,0,0,0,0,175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10236,12/26/2007,2007.0,2011.0,OH,MISO,FirstEnergy Solutions Corp.,lorain,Avon Lake 345 kV Substation,0,0,0,1,0,0,0,0,0,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10237,4/26/2010,2010.0,2011.0,IA,MISO,"Ewington Energy Systems, LLC",hancock,Hancock Substation,0,0,0,1,0,0,0,0,0,300.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10239,3/12/2018,2018.0,2020.0,MN,MISO,Otter Tail Power Company,polk,Winger 115kV Substation,0,0,0,1,0,0,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10240,7/21/2020,2020.0,2023.0,IL,MISO,Ameren Illinois,vermilion,Bunsonville 345kV,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10241,6/16/2017,2017.0,2019.0,MO,MISO,Ameren Missouri,warren,Warrenton 161kV Substation,0,0,0,1,0,0,0,0,0,139.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10244,11/18/2013,2013.0,2017.0,WI,MISO,"Ewington Energy Systems, LLC",rock,ATC 138 kV Sunrise-Lakehead Tap,0,0,0,1,0,0,0,0,0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10245,10/14/2022,2022.0,2026.0,MN,MISO,Big Rivers Electric Corporation,stevens,Hancock 161kV Substation,0,0,0,1,0,0,0,0,0,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10247,11/23/2022,2022.0,2027.0,IL,MISO,Ameren Illinois,washington,Prairie State-W. Mt. Vernon-4541,0,0,0,1,0,0,0,0,0,500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10248,1/20/2022,2022.0,2022.0,TX,MISO,"Entergy Texas, Inc.",grimes,138 kV Grimes,0,0,0,1,0,0,0,0,0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10249,10/24/2022,2022.0,2026.0,MS,MISO,"Entergy Mississippi, LLC",amite,Franklin EHV - McKnight 500kV,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10250,11/18/2022,2022.0,2027.0,MN,MISO,Southern Minnesota Municipal Power Agency,olmsted,Byron 161kV,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10251,10/20/2022,2022.0,2025.0,AR,MISO,"Entergy Arkansas, LLC",lee,BRINKLEY EAST-AECC AUBREY 230kV,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10252,12/19/2022,2022.0,2026.0,LA,MISO,"Entergy Louisiana, LLC",st. tammany,Plant Daniel - McKnight 500kV,0,0,0,1,0,0,0,0,0,450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10253,3/12/2018,2018.0,2020.0,MS,MISO,"Entergy Mississippi, LLC",hinds,Tinnin Road 230 kV Substation,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10255,3/2/2006,2006.0,2006.0,MN,MISO,Northern States Power (Xcel Energy),pope,GRE Lake Johanna - Brooten 69 kV,0,0,0,1,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10256,11/15/2010,2010.0,2011.0,OH,MISO,FirstEnergy Solutions Corp.,lake,Perry 345kV Substation,0,0,0,1,0,0,0,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10257,10/24/2022,2022.0,2023.0,MS,MISO,Cooperative Energy,perry,Hintonville 161/69 kV Substation,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10258,4/29/2019,2019.0,2019.0,MI,MISO,ITC Transmission,wayne,Waterman 120kV Substation,0,0,0,1,0,0,0,0,0,25.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10259,4/17/2003,2003.0,2005.0,MN,MISO,Northern States Power (Xcel Energy),rice,Unknown,0,0,0,1,0,0,0,0,0,55.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10261,6/16/2017,2017.0,2020.0,AR,MISO,Entergy,chicot,Lake Village Bagby - Chicot 115kV Line,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10262,9/20/2022,2022.0,2025.0,WI,MISO,American Transmission Co. LLC,portage,Plover 115 kV Substation (J1573 substation),0,0,0,1,0,0,0,0,0,200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10263,7/16/2020,2020.0,2023.0,IL,MISO,Ameren Transmission Company of Illinois,coles,Kansas - Faraday 345 kV,0,0,0,1,0,0,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10264,9/28/2022,2022.0,2026.0,LA,MISO,CLECO Corporation,rapides,EAST LEESVILLE -RODEMACHER 230,0,0,0,1,0,0,0,0,0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10265,5/24/2007,2007.0,2008.0,MN,MISO,"Minnesota Power (Allete, Inc.)",itasca,MN Steel 230 kV Substation,0,0,0,1,0,0,0,0,0,250.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10266,5/9/2016,2016.0,2018.0,ND,MISO,Montana-Dakota Utilities Company,logan,Wishek - Heskett 230kV line,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10269,6/16/2017,2017.0,2020.0,IL,MISO,Ameren Illinois,mclean,Weedman Substation 138kV Bus,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10270,7/9/2020,2020.0,2023.0,MI,MISO,"Michigan Electric Transmission Company, LLC",hillsdale,Moore Road Substation 138kV,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10271,10/17/2022,2022.0,2026.0,IL,MISO,Ameren Illinois,franklin,West Frankfort East 345 kV (7E W FKFT),0,0,0,1,0,0,0,0,0,300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10273,4/25/2019,2019.0,2022.0,MI,MISO,"Michigan Electric Transmission Company, LLC",genesee,Thetford 345kV Substation,0,0,0,1,0,0,0,0,0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10274,9/21/2022,2022.0,2026.0,LA,MISO,CLECO Corporation,rapides,Cocodrie - Hineston 230kV line,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10275,7/11/2016,2016.0,2019.0,LA,MISO,CLECO Corporation,avoyelles parish,Unknown,0,0,0,1,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10276,6/12/2006,2006.0,2006.0,IL,MISO,Ameren Illinois,edgar,Ameren Kansas Substation,0,0,0,1,0,0,0,0,0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10277,1/21/2008,2008.0,2010.0,WI,MISO,American Transmission Co. LLC,grant,Platteville - Cuba City 69kV,0,0,0,1,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10278,11/22/1999,1999.0,2003.0,IN,MISO,Duke Energy Corporation,lawrence,Unknown,0,0,0,1,0,0,0,0,0,800.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10279,10/14/2022,2022.0,2025.0,MI,MISO,"Michigan Electric Transmission Company, LLC",eaton,Oneida 345 kV Substation,0,0,0,1,0,0,0,0,0,150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10281,4/29/2019,2019.0,2021.0,LA,MISO,"Entergy Louisiana, LLC",west baton rouge parish,Addis - Big Cajun 230 kV Line Tap (J639),0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10282,10/12/2022,2022.0,2025.0,IN,MISO,"Hoosier Energy REC, Inc.",jennings,Brewersville - North Vernon 69kV,0,0,0,1,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10283,12/7/2020,2020.0,2023.0,LA,MISO,"Entergy Louisiana, LLC",st. tammany,Talisheek - North Slidell 230kV Line,0,0,0,1,0,0,0,0,0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10285,4/29/2019,2019.0,2022.0,IL,MISO,Ameren Illinois,clark,Casey  - Kansas West 345kV Line,0,0,0,1,0,0,0,0,0,409.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10286,12/20/2022,2022.0,2025.0,MS,MISO,"Entergy Arkansas, LLC",tallahatchie,Webb 115kV,0,0,0,1,0,0,0,0,0,220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10287,4/29/2019,2019.0,2022.0,MS,MISO,"Entergy Mississippi, LLC",pike,Colonial Pipeline - Kentwood 115 kV Line,0,0,0,1,0,0,0,0,0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10288,4/30/2008,2008.0,2009.0,MN,MISO,Northern States Power (Xcel Energy),cottonwood,Lakefield Junction 345kV Substation,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10289,4/29/2019,2019.0,2022.0,IN,MISO,Northern Indiana Public Service Company,jasper,Schahfer - Burr Oak 345kV Line,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10292,8/18/2022,2022.0,2024.0,MI,MISO,"Michigan Electric Transmission Company, LLC",muskegon,White Road - Four Mile 138kV line,0,0,0,1,0,0,0,0,0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10293,9/11/2001,2001.0,2007.0,WI,MISO,American Transmission Co. LLC,brown,Unknown,0,0,0,1,0,0,0,0,0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10294,12/1/1998,1998.0,2004.0,KY,MISO,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,trimble,Unknown,0,0,0,1,0,0,0,0,0,174.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10295,9/27/2022,2022.0,2026.0,MN,MISO,Otter Tail Power Company,polk,Winger 115kV,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10297,6/25/2020,2020.0,2021.0,MI,MISO,ITC Transmission,wayne,Waterman 120kV,0,0,0,1,0,0,0,0,0,25.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10298,9/20/2022,2022.0,2028.0,WI,MISO,American Transmission Co. LLC,marathon,Gardner Park-Stone Lake 345kV,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10299,5/9/2016,2016.0,2018.0,IA,MISO,ITC Midwest,benton,Unknown,0,0,0,1,0,0,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10300,7/8/2005,2005.0,2011.0,IA,MISO,ITC Midwest,hancock,Unknown,0,0,0,1,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10301,9/29/2022,2022.0,2025.0,IA,MISO,ITC Midwest,greene,Karma 161kV,0,0,0,1,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10304,3/12/2018,2018.0,2021.0,IL,MISO,Ameren Illinois,saline,Norris City North - Muddy 138 kV Line,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10308,10/12/2022,2022.0,2026.0,IN,MISO,"Duke Energy Indiana, LLC",clark,Speed 345 138 kV substation,0,0,0,1,0,0,0,0,0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10310,11/4/2016,2016.0,2019.0,SD,MISO,Otter Tail Power Company,clark,Unknown,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10311,9/12/2022,2022.0,2023.0,LA,MISO,"Entergy Louisiana, LLC",jefferson davis,LC Bulk to Henning 138kV Line (Circuit 28),0,0,0,1,0,0,0,0,0,165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10313,3/12/2018,2018.0,2020.0,MN,MISO,Northern States Power (Xcel Energy),nobles,Nobles Co - Fenton 115 kV Line Tap,0,0,0,1,0,0,0,0,0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10314,11/14/2016,2016.0,2020.0,MN,MISO,Northern States Power (Xcel Energy),cottonwood,Unknown,0,0,0,1,0,0,0,0,0,211.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10315,5/6/2002,2002.0,2002.0,WI,MISO,American Transmission Co. LLC,outagamie,Unknown,0,0,0,1,0,0,0,0,0,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10316,12/7/2022,2022.0,2026.0,IN,MISO,Indianapolis Power & Light Company,daviess,Gibson - Bedford 345 kV Line,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10320,4/28/2011,2011.0,2011.0,SD,MISO,Northern States Power (Xcel Energy),minnehaha,Anson Substation,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10323,3/12/2018,2018.0,2020.0,MI,MISO,"Michigan Electric Transmission Company, LLC",oscoda,Mio Dam - Gaylord 138 kV Line Tap,0,0,0,1,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10324,4/29/2019,2019.0,2022.0,MO,MISO,Ameren Missouri,cooper,Barnett - Georgetown Overton 161 kV Line Tap,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10326,8/25/2022,2022.0,2026.0,LA,MISO,"Entergy Louisiana, LLC",lafourche,Leeville 115kV,0,0,0,1,0,0,0,0,0,115.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10329,6/16/2017,2017.0,2021.0,MN,MISO,Northern States Power (Xcel Energy),dakota,Rosemount  - Nininger 115kV Line,0,0,0,1,0,0,0,0,0,220.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10333,10/17/2022,2022.0,2025.0,AR,MISO,"Entergy Arkansas, LLC",independence,Independent - Holland Bottom 500kV,0,0,0,1,0,0,0,0,0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10334,5/30/2014,2014.0,2016.0,AR,MISO,Entergy,lee,Unknown,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10336,7/6/2022,2022.0,2023.0,IL,MISO,Ameren Illinois,macon,Decatur ADM North 138 kV,0,0,0,1,0,0,0,0,0,340.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10339,11/16/2007,2007.0,2012.0,IL,MISO,Ameren Illinois,putnam,Hennepin Tap - Richland 138 kV,0,0,0,1,0,0,0,0,0,137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10340,3/12/2018,2018.0,2020.0,IN,MISO,"Duke Energy Indiana, LLC",henry,Fall Creek - New Castle 138 kV Line Tap,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10341,11/16/2007,2007.0,2011.0,IL,MISO,Ameren Illinois,montgomery,North Pana - Coffeen 345kV,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10342,3/11/2009,2009.0,2008.0,IA,MISO,ITC Midwest,howard,Adams Substation,0,0,0,1,0,0,0,0,0,198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10343,3/18/2008,2008.0,2009.0,WI,MISO,Wisconsin Public Service Corporation,brown,Kewaunee - North Appleton 345kV,0,0,0,1,0,0,0,0,0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10344,9/10/2010,2010.0,2010.0,MN,MISO,Northern States Power (Xcel Energy),dakota,Black Dog 115kV,0,0,0,1,0,0,0,0,0,500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10346,11/16/2015,2015.0,2017.0,AR,MISO,Entergy,clark,tap 115 kV line betwwen W Arkadelphia sub and Delarc sub at 3.85 miles from West Arkadelphia substat,0,0,0,1,0,0,0,0,0,43.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10347,6/12/2008,2008.0,2011.0,MN,MISO,Northern States Power (Xcel Energy),rice,Walcott 69 kV Substation,0,0,0,1,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10348,9/10/2010,2010.0,2012.0,OH,MISO,FirstEnergy Solutions Corp.,fulton,FE Allen Junction - Lyons 138kV,0,0,0,1,0,0,0,0,0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10350,9/14/2022,2022.0,2025.0,IL,MISO,Ameren Illinois,washington,Ashley,0,0,0,1,0,0,0,0,0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
